ARTWORK CITY,ARWORK ADDRESS,ZIP CODE,ARTWORK LATITUDE,ID NUMBER,ARTIST,TITLE,DATE,MATERIALS,MEASUREMENTS,CREDIT LINE,ARTWORK SITE,SPECIFIC LOCATION,Location 1
Shoreline,"17300 Fremont North, ",98133,47.7554,WSAC2013.013.001,"Weiss, Dick",Bird and Beak,2015,Stained glass,7 1/2 ft x 9 1/2 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Shoreline School District,Shorewood High School,Commons,"(47.7554, -122.34868)"
Shoreline,"17300 Fremont North, ",98225,47.7554,WSAC2013.013.002,"Weiss, Dick",Wing,2015,Stained glass,10 3/4 ft x 7 1/2 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Shoreline School District,Shorewood High School,Commons,"(47.7554, -122.34868)"
Shoreline,"18560 1st Ave NE, ",98146,47.766011,WSAC1991.202.000,"Arai, Tomie",Laundryman's Daughter,1988,Silkscreen print,30 in x 22 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Shoreline School District,Shoreline School District,Lobby,"(47.766011, -122.329345)"
Silverdale,"10600 Hillsboro Dr NW, ",98902,47.658653,WSAC1996.149.000,"Garvey, Dick",C145-291,1995,Silver dye bleach print,22 in x 18 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Central Kitsap School District,Ridgetop Junior High,"Office, north wall","(47.658653, -122.667957)"
Silverdale,"PO Box 8, ",98226,47.628926,WSAC1999.057.000,"Herem, Barry",Wind Eagle,1999,Aluminum,20 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Central Kitsap School District,Klahowya Secondary School,front entrance to school,"(47.628926, -122.755030)"
Silverdale,"PO Box 8, ",99037,47.651189,WSAC2004.046.000,"Levine, Phillip",Gymnast,1977,Bronze,30 in x 10 in x 10 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Central Kitsap School District,Central Kitsap High School,Library,"(47.651189, -122.699344)"
Snohomish,"14308 Broadway St SE, ",98248,47.867754,WSAC1982.016.000,"Rockwood, Lynda",Visual Dialogue,1982,Bronze and concrete,10 ft x 10 ft x 20 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Snohomish School District,Valley View Middle School,Exterior commons area,"(47.867754, -122.103585)"
Snohomish,"1601 Avenue D, ",98290,47.931934,WSAC1985.100.001,"Bracken, Nance",Maps of Washington State: North,1984,Hand-tinted etching with watercolor,8 in x 10 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Snohomish School District,Resource Service Center,Administration Office,"(47.931934, -122.098800)"
Snohomish,"1601 Avenue D, ",98290,47.931934,WSAC1985.100.002,"Bracken, Nance",Maps of Washington State: Olympic Peninsula,1984,Hand-tinted etching with watercolor,8 in x 10 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Snohomish School District,Resource Service Center,Administration Office,"(47.931934, -122.098800)"
Snohomish,"1601 Avenue D, ",98290,47.931934,WSAC1985.100.003,"Bracken, Nance",Maps of Washington State: Douglas and Grant County Area,1984,Hand-tinted etching with watercolor,8 in x 10 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Snohomish School District,Resource Service Center,Administration Office,"(47.931934, -122.098800)"
Snohomish,"1601 Avenue D, ",98290,47.931934,WSAC1985.100.004,"Bracken, Nance",Maps of Washington State: Northeast Corner,1984,Hand-tinted etching with watercolor,8 in x 10 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Snohomish School District,Resource Service Center,Administration Office,"(47.931934, -122.098800)"
Snohomish,"1601 Avenue D, ",98290,47.931934,WSAC1985.100.005,"Bracken, Nance",Maps of Washington State: Southwest Corner,1984,Hand-tinted etching with watercolor,8 in x 10 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Snohomish School District,Resource Service Center,Administration Office,"(47.931934, -122.098800)"
Snohomish,"1601 Avenue D, ",98290,47.931934,WSAC1985.100.006,"Bracken, Nance",Maps of Washington State: Central Cascades,1984,Hand-tinted etching with watercolor,8 in x 10 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Snohomish School District,Resource Service Center,Administration Office,"(47.931934, -122.098800)"
Snohomish,"1601 Avenue D, ",98346,47.931934,WSAC1985.100.007,"Bracken, Nance",Maps of Washington State: South Central,1984,Hand-tinted etching with watercolor,8 in x 10 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Snohomish School District,Resource Service Center,Administration Office,"(47.931934, -122.098800)"
Snohomish,"7322 64th St. SE, ",98902,47.937957,WSAC2012.029.002,"Robalino, Mauricio",Riverview,2013,Powder coated aluminum with fused glass insets,61 in x 80 in x 6 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Snohomish School District,Riverview Elementary School,Entry to student commons,"(47.937957, -122.132320)"
Snohomish,"7401 144th Pl SE, ",98374,47.867407,WSAC2007.009.002,"Beyette, Pam",Arborvitae,2007-2008,Bronze and granite,46 in x 45 in x 40 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Snohomish School District,Glacier Peak High School,Outdoor plaza at main entry,"(47.867407, -122.133272)"
Snohomish,"7408 144th Pl SE, ",98632-0310,47.865763,WSAC2007.009.001A-B,"Beyette, Pam",Arborvitae,2007-2008,Bronze and granite,45 in x 40 in x 36 in (large stone),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Snohomish School District,Little Cedars Elementary,"Large sliced granite boulder and two bronze cones located in the main entry plaza, two bronze cones located behind security wall near main plaza","(47.865763, -122.133674)"
Spanaway,"215 166th St. South, ",98445,47.106952,WSAC2011.014.00A-F,"La Londe, Richard",Enchanted Journey,2012,Fused glass,40 in x 25 ft x 1 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Bethel School District,Spanaway Elementary School,main staircase,"(47.106952, -122.438577)"
Spanaway,"21615 East 38th Ave, ",98387-6827,47.059891,WSAC2013.010.003,"Aarti, Reham",Bloom Where You're Planted!,2014,Glass Mosaic,various,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Bethel School District,Shining Mountain Elementary School,entry courtyard,"(47.059891, -122.378119)"
Spanaway,"21615 East 38th Ave, ",98387-6827,47.05996,WSAC2013.010.002,"Aarti, Reham",Bloom Where You're Planted!,2014,Glass Mosaic,,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Bethel School District,Shining Mountain Elementary School,entry,"(47.059960, -122.378065)"
Spanaway,"21615 East 38th Ave, ",98133-5667,47.060121,WSAC2013.010.001,"Aarti, Reham",Bloom Where You're Planted!,2014,Glass Mosaic,various,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Bethel School District,Shining Mountain Elementary School,Library,"(47.060121, -122.377917)"
Spanaway,"22215 38th Ave East, ",98391,47.05531,WSAC1991.101.000,"Oberheide, Heidi",Running Deer,1990,Acrylic paint on canvas,5 ft x 6 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Bethel School District,Bethel High School,Library,"(47.055310, -122.377999)"
Spanaway,"7319 Eustis-Hunt Rd., ",98607,47.069402,WSAC2011.020.001A-K-002,"Scheibe, Steven",Illuminated Passage,2013,Dye-painted silk and lighting,21 ft x 24 ft x 3 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Bethel School District,Liberty Middle School,"Silks: wall SE of main entrance; projector: 2nd story, west wall of entrance area","(47.069402, -122.329374)"
Spokane," 5504 Hallet Rd. W., ",98596-,47.595332,WSAC1994.030.000,"Sogabe, Aki",September Moon,1994,Cut paper,17 in x 13 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Cheney School District,Windsor Elementary,Office,"(47.595332, -117.490511)"
Spokane,"200 N. Bernard St., ",99201-0282,47.63425,WSAC2007.024.002A-G,"Hoggatt, Tina",Critter Bounce,2008,Particle board and linoleum,dimensions variable,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Spokane School District,Lincoln Heights Elementary School,"Main corridor wall under stairway - opposite ""The Rookery""","(47.63425, -117.362394)"
Spokane,"200 N. Bernard St., ",98296,47.63425,WSAC2007.024.001,"Hoggatt, Tina",The Rookery,2008,Porcelain enamel on steel,5.4 ft x 9.75 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Spokane School District,Lincoln Heights Elementary School,"Wall between main office and gym - opposite ""Critter Bounce""","(47.63425, -117.362394)"
Spokane,"200 N. Bernard St., ",98387,47.652007,WSAC2003.066.000,"Balazs, Harold",Discover,2004,Stainless steel,93 in x 41 in x 165 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Spokane School District,Lewis and Clark High School,Landscape area west of the school,"(47.652007, -117.421059)"
Spokane,"200 N. Bernard St., ",980386416,47.6982151,WSAC2010.002.00A-C,"Storrs, Anne",Highland Fling,2011,Waterjet cut stainless steel and ceramic,86 in x 86 in (each),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Spokane Public Schools,Shadle Park High School,"exterior gym wall, north side","(47.6982151, -117.438236)"
Spokane,"200 N. Bernard St., ",98626,47.6998,WSAC2007.049.000,"Govedare, David",Spirit of the Great Northwest,2008,Aluminum,12 ft x 24 ft x 6 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Spokane School District,John R. Rogers High School,Theatre Building - exterior south brick wall,"(47.699800, -117.385968)"
Steilacoom,"PO Box 88450, ",98388-,47.21517,WSAC2004.014.000,"Galvez, Daniel",Re: Work,2006,Oil on canvas,8 ft 8 in x 51 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Department of Social and Health Services,McNeil Island Special Commitment Center,McNeil Island EV Bldg.; Visitor's Room,"(47.215170, -122.689004)"
Spokane,"200 N. Bernard St., ",99201-0282,47.708365,WSAC2007.025.00A-D,"Purser, Robert",Spirit Grove,2008,"Western redcedar, Styrofoam, Milestone, and acrylic paint",21 ft x 7 ft x 14 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Spokane School District,Lidgerwood Elementary School,main corridor outside multi-purpose room - west and south facing walls,"(47.708365, -117.40458)"
Spokane,"200 N. Bernard St., ",98290,47.709404,WSAC2007.023.00A-D,"Youngers, Otto",Dewey Decimal's Delegation,2008,Reclaimed wood,"48 in x 48 in x 6 in (each, 3 books); 60 in x 48 in x 6 in (""Mother Nature"" book)",This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Spokane School District,Ridgeview Elementary,3 books: suspended in main entry - Mother Nature: above main door of library interior,"(47.709404, -117.434227)"
Spokane,"2000 N Greene St, MS 1016, ",99217-5399,47.674126,WSAC1999.078.001-012,"Caldwell, Judith",Medical Philately,2001,Cast bronze,10.75-16.5 in x 10.5-19.5 in x .5-2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Spokane Community College,Spokane Community College,West wall of north entrance,"(47.674126, -117.360815)"
Spokane,"2000 N Greene St, MS 1016, ",99217-5399,47.674961,WSAC2010.022.000,"Zoccola, Susan",Tesla,2011,Forged aluminum and stainless steel,15 1/2 ft x 120 ft x 8 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Community Colleges of Spokane,Spokane Community College,"Technical Education Building - Main Street, central arterial space-upper register","(47.674961, -117.353425)"
Spokane,"2000 N Greene St, MS 1016, ",99217-5399,47.67505,WSAC2011.012.000,"Tamura, Maki",Discovery,2006,Watercolor on paper and wood,21.5 in. x 21.5 in. x 2 in.,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Community Colleges of Spokane,Spokane Community College,Building 7 - NW lobby,"(47.675050, -117.358853)"
Spokane,"2000 N Greene St, MS 1016, ",99217-5399,47.67527,WSAC2011.016.000,"Tamura, Maki",Healings,2011,Glazed porcelain,27 in x 27 in x 2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Community Colleges of Spokane,Spokane Community College,Building 7 - SW lobby,"(47.67527, -117.358757)"
Spokane,"2000 N Greene St, MS 1016, ",99224-5288,47.67527,WSAC2011.017.000,"Tamura, Maki",Experiments,2011,Glazed porcelain,27 in x 27 in x 2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Community Colleges of Spokane,Spokane Community College,Building 7 - SW lobby,"(47.67527, -117.358757)"
Spokane,"2000 N Greene St, MS 1016, ",99217-5399,47.675902,WSAC2004.023.000,"Mapelli, Liz",The Curves of Life,2006,Cement and epoxy terrazzo with brass and zinc,48 ft x 48 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Spokane Community College,Spokane Community College,"Science Building - main interior entryway, floor","(47.675902, -117.361678)"
Spokane,"2121 E. Thurston ave.., ",99352,47.617777,WSAC1995.318.000,"Lawrence, Jacob",Carpenters,1977,Offset lithograph,21.75 in x 25.75 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Spokane School District,Hamblen Elementary,Main hallway by the library.,"(47.617777, -117.380342)"
Spokane,"2316 W First Avenue, ",98225-9123,47.657054,WSAC2001.045.001-007,"Otterness, Tom",The Return of the Four-Leggeds,2003,Bronze,2-24 in x 1-30 in x 1-18 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Northwest Museum of Arts and Culture,Northwest Museum of Arts and Culture,Museum grounds,"(47.657054, -117.445692)"
Spokane,"2606 W. Johannsen, ",98223,47.745302,WSAC2007.004.000,"Sgrecci, Patty",Prairie Song,2007,"Wood, acrylic, vinyl, and wire",12 ft x 10 ft x 10 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Mead School District,Prairie View Elementary,Entry rotunda,"(47.745302, -117.448566)"
Spokane,"3410 W. Fort George Wright Dr., ",98430-,47.675829,WSAC2013.012.000,"Feddersen, Joe",Plateau Fish Trap,2015,"Fused glass, copper wire, and aluminum rod",4 1/2 ft (diameter) x 9 1/2 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Community Colleges of Spokane,Spokane Falls Community College,"Gateway Bldg, main stairway","(47.675829, -117.463950)"
Spokane,"3410 W. Fort George Wright Dr., ",99224-5288,47.676975,WSAC2003.053.000,"Ralston, Roger",Caterpillar Boogie Woogie,2004,"Galvanized steel, stainless steel, and powder-coated aluminum",228 in x 50 in x 50 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Spokane Falls Community College,Spokane Falls Community College,Northwest side of new library addition,"(47.676975, -117.463742)"
Spokane,"3410 W. Fort George Wright Dr., ",99224-5288,47.677266,WSAC1979.013.00A-C,"Goldbloom, Brian",Vagor III,1979,Black granite,108 in x 24 in x 24 in (1/3 parts),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Spokane Falls Community College,Spokane Falls Community College,"On lawns N.E of bldg 2, W. of bldg 5,","(47.677266, -117.463411)"
Spokane,"3410 W. Fort George Wright Dr., ",99224-5288,47.678267,WSAC2005.032.000,"McLain, Kelly",Commerce,2007,"Glass, steel",480 in x 132 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Spokane Falls Community College,Spokane Falls Community College,"Building 24 Foyer, between Business and Social Science wings","(47.678267, -117.462683)"
Spokane,"3410 W. Fort George Wright Dr., ",99224-5288,47.679214,WSAC2010.015.000,Lead Pencil Studio,Sign Post,2011,"Aluminum, galvanized steel, plastic, paint, and light",43 ft x 12.5 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Community Colleges of Spokane,Spokane Falls Community College,NE corner of college campus - on the north edge of parking lot 295,"(47.679214, -117.463782)"
Spokane,"500 North Cedar, ",99201,47.662095,WSAC1998.062.000,"Sogabe, Aki",Milky Way,1998,Cut paper,17 in x 13 in x 1 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Court of Appeals,"Court of Appeals, Division III",Lobby,"(47.662095, -117.431934)"
Spokane,"500 North Cedar, ",99201,47.662095,WSAC1998.061.000,"Sogabe, Aki",Stillness,1998,Cut paper,17 in x 13 in x 1 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Court of Appeals,"Court of Appeals, Division III",Lobby,"(47.662095, -117.431934)"
Spokane,"500 North Cedar, ",98668-8910,47.662095,WSAC1998.060.000,"Sogabe, Aki",Moon Has Rose,1998,Cut paper,17 in x 13 in x 1 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Court of Appeals,"Court of Appeals, Division III",Lobby,"(47.662095, -117.431934)"
Spokane,"6120 S. Abbott Road, ",98226-8003,47.596894,WSAC2014.002.00A-H,"Blomdahl, Sonja",Synergy,2014,"Blown glass, zinc, lead came",17 ft x 15 ft x 2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Cheney School District,Westwood Middle School,Hallway between front lobby and gym,"(47.596894, -117.487350)"
Spokane,"PO Box 1495, ",99201-1495,47.660532,WSAC2011.022.000,"Tanaka, Kana",Cascade,2013,Handmade clear and dichroic glass and stainless steel wire,17 ft x 8 ft x 130 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State University,Washington State University - Spokane,"Pharmaceutical & Biomedical Sciences Building, suspended above north stairway","(47.660532, -117.406805)"
Spokane,"PO Box 1495, ",99201-1495,47.660704,WSAC2004.055.00A-C,"Hodges, Jim",alive lively living for Ramona Hodges,2008,Stainless steel,90 in x 108 in x 100 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State University,Washington State University - Spokane,"Pharmceutical & Biomedical Sciences, north of building","(47.660704, -117.407085)"
Spokane,"PO Box 1495, ",99201-1495,47.66121,WSAC2001.025.000,"Zentz, Patrick",Riverpoint Observatory,2004,"Aluminum, steel, tempered glass, and concrete",141 in x 240 in x 240 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State University,Washington State University - Spokane,"Academic Center Building, southeast corner","(47.661210, -117.405116)"
Spokane,"PO Box 1495, ",99354,47.66121445219933,WSAC2002.020.00A-D,"Reiquam, Peter",Light Reading,2006,"Concrete slab, granite, bronze, cast glass, and LEDs",6.8 ft x 16.5 ft x 16.5,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Washington State University,Washington State University - Spokane,"Academic Center Building, southwest corner","(47.66121445219933, -117.4064495214958)"
Spokane,"S 2109 Skipworth, ",98337,47.637521,WSAC1998.056.000,"Sogabe, Aki",Sound of the Mountain,1998,Cut paper,17 in x 13 in x 1 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Central Valley School District,Bowdish Middle School,Main office,"(47.637521, -117.252372)"
Spokane Valley,"12420 E 32nd Ave, ",98195,47.62663,WSAC2001.050.000,"Elliott, Richard C.",Reflective Light Rhythms,2002,Industrial grade reflectors glued to acrylic sheets,69 in x 23 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Central Valley School District,University High School,"Library, second floor","(47.626630, -117.237510)"
Spokane Valley,"2315 N. Discovery Place, ",98354,47.677962,WSAC2006.008.000,"McGaughey, Ron",Douglas Creek Geology,2006,Oil on canvas,66 3/4 in x 92 1/4 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Department of Fish and Wildlife,"Department of Fish and Wildlife - Eastern, Region 1",Large wall above reception desk,"(47.677962, -117.225783)"
Spokane Valley,"710 N. Progress Rd., ",98360-8404,47.663426,WSAC2010.009.000,"Youngers, Otto",Curiosity Case with Mega-Downloadable Mindware Morphing Toward Hydroquatic Agricosmos RSVP the Electrobahn Flyers' Dance Extravaganza,2011,"Reclaimed wood, stainless steel cable, and acrylic paint",12 ft x 30 ft x 20 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Central Valley School District,Progress Elementary School,School entry vestibule and library,"(47.663426, -117.20066)"
Spokane Valley,"8301 E. Buckeye Ave, ",98908,47.68384,WSAC2007.007.00A-J,"Baldwin, Phillip",Continuity,2008,Wrought and fabricated mild steel,"30 1/4 in x varying widths x 1 1/2 in (each, 10 panels)",This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with West Valley School District,West Valley High School,2 staircases leading from hallway to theatre - guardrails,"(47.683840, -117.291738)"
Stanwood,"27911 68th Ave NW, ",98148,48.249289,WSAC1998.120.000,"Garvey, Dick",C145-299,1995,Silver dye bleach print,34 1/8 in x 29 1/8 in x 1 1/4 in (frame),This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Stanwood School District,Cedarhome Elementary,Main Office,"(48.249289, -122.322994)"
Steilacoom,"PO Box 88450, ",99021-,47.215225,WSAC2004.011.000,"Mayer, Jerry",The Island,2005,Sand-set flagstone and plants,56 in. x 56 in. x 3.5 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Department of Social and Health Services,McNeil Island Special Commitment Center,McNeil Island Yard,"(47.215225, -122.687072)"
Sunnyside,"1220 N. 16th St., ",98032,46.338204,WSAC2012.021.000,"Brockmann, Ruth",Coming To Our Senses,2013,"Fused glass, wood",64 in x 64 in x 2 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Sunnyside School District,Sun Valley Elementary School,"Main entry, east wall","(46.338204, -119.997373)"
Sunnyside,"1801 E Edison Avenue, ",98944,46.323124,WSAC2013.057.001,"Govedare, David",Looking at the Sunnyside of Life,2014,Plasma cut aluminum and cast glass,11 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Sunnyside School District,Sunnyside High School,main entrance; concrete planters,"(46.323124, -119.997970)"
Sunnyside,"1801 E Edison Avenue, ",98944,46.32352,WSAC2013.057.002,"Govedare, David",Looking at the Sunnyside of Life,2014,Plasma cut aluminum and cast glass,6 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Sunnyside School District,Sunnyside High School,main entrance; concrete planters,"(46.32352, -119.996731)"
Sunnyside,"1801 E Edison Avenue, ",98944,46.32352,WSAC2013.057.004,"Govedare, David",Looking at the Sunnyside of Life,2014,Plasma cut aluminum and cast glass,6 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Sunnyside School District,Sunnyside High School,main entrance; concrete planters,"(46.32352, -119.996731)"
Sunnyside,"1801 E Edison Avenue, ",99001,46.32352,WSAC2013.057.003,"Govedare, David",Looking at the Sunnyside of Life,2014,Plasma cut aluminum and cast glass,6 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Sunnyside School District,Sunnyside High School,main entrance; concrete planters,"(46.32352, -119.996731)"
Sunnyside,"916 N 16th St, ",98201,46.335551,WSAC2006.015.000,"Smith, Maggie",Naturaleza Viva,2007,Handmade ceramic tile,138 in. x 138 in. x 1/2 in.,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Sunnyside School District,Sierra Vista Middle School,Vestibule adjacent to office - above entry doors into main hallway,"(46.335551, -119.99796)"
Tacoma,"1101 S Yakima Ave, ",98405,47.242259,WSAC2014.014.000,"Satow, Heath",YES,2015,Stainless steel,18 ft x 38 in x 38 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Bates Technical College,Bates Technical College,North of the Advanced Technology Center's entrance,"(47.242259, -122.468324)"
Tacoma,"1101 S Yakima Ave, ",98007,47.251862,WSAC2005.047.000,"Anderson, Tom",Elements of Inquiry,2007,"Mixed media acrylic, metal leaf, patina on copper and aluminum",72 in x 96.5 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Bates Technical College,Bates Technical College - South Campus,Main lobby of LCR,"(47.251862, -122.446297)"
Tacoma,"1101 S Yakima Ave, ",98405-4895,47.252268,WSAC1999.063.000,"Pridgeon, James",As Time Goes By,2000,"Steel, bronze, brass, concrete, and water",216 in x 144 diameter in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Bates Technical College,Bates Technical College,"Entryway area, Main Building","(47.252268, -122.446440)"
Tacoma,"12420 Ainsworth Ave South, ",98504-2675,47.144569,WSAC2006.004.000,"Buckner, Paul",Eagle Spirit,2007,Formed copper sheet and gold leaf,36 in x 60 in x 27 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Franklin Pierce School District,Washington High School,Library,"(47.144569, -122.456032)"
Tacoma,"15701 B St E, ",99217-5399,47.113209,WSAC2008.006.000,"Nachman, Roger",Life Rhythms,2008,Fused glass,10 ft x 47 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Bethel School District,Spanaway Middle School,Commons - upper west-facing windows,"(47.113209, -122.428403)"
Tacoma,"16715 36th Ave East, ",98499-4004,47.102319,WSAC2013.011.000,"Bradbury, Jean",Clover Creek: A Bug's Eye View,2015,Oil on canvas,12 ft x 8 ft,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with Bethel School District,Clover Creek Elementary,"Main stairwell, south wall","(47.102319, -122.380190)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.028.002B,"Fels, Donald",Black Gold: Trinkets,2004,Acrylic on canvas,48 in x 72 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Bldg., 1st floor lobby","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.028.002C,"Fels, Donald",Black Gold: The Renaissance,2004,Acrylic on canvas,48 in x 72 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Bldg., 1st floor lobby","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.028.002D,"Fels, Donald",Black Gold: But for Signboards,2004,Acrylic on canvas,48 in x 72 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Bldg., 1st floor lobby","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.028.002E,"Fels, Donald",Black Gold: Foodstuffs,2004,Acrylic on canvas,48 in x 72 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Bldg., 1st floor lobby","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.028.002F,"Fels, Donald",Black Gold: Great Lengths,2004,Acrylic on canvas,48 in x 72 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Bldg., 1st floor lobby","(47.244363, -122.436835)"
Tacoma,"1900 Commerce St., MAT 004E",98402-3100,47.244363,WSAC2004.028.002A,"Fels, Donald",Black Gold: Spices and Christians,2004,Acrylic on canvas,48 in x 72 in,This artwork is a part of the State Art Collection and was acquired by the Washington State Arts Commission in partnership with University of Washington,University of Washington - Tacoma,"Cherry Parkes Bldg., 1st floor lobby","(47.244363, -122.436835)"
